user_id,cluster,pca_component_1,pca_component_2
USR_0001,1,3.5997185814480313,0.04253971303763614
USR_0002,0,-2.942418301246275,0.23091342573404441
USR_0003,1,3.8331819156362226,1.8331333504342575
USR_0004,0,0.6241961776949839,0.030939600912302308
USR_0005,1,4.18364471235386,-1.8882425354271837
USR_0006,0,-2.739553941737809,0.29048285492091996
USR_0007,0,-4.464373871878837,-1.0842712965502959
USR_0008,0,0.23462157297605146,2.5716421662560935
USR_0009,1,3.572392515983,-0.7181128813841816
USR_0010,1,4.537779924205793,1.4982928017647066
USR_0011,0,-4.376355540773195,-3.0766098105480753
USR_0012,0,-4.287091632231362,1.5315650454895924
USR_0013,0,0.01442210930260324,0.22312605506139588
USR_0014,0,0.6268424344666808,-1.2783961597484077
USR_0015,1,4.627534358779387,0.8817694881011869
USR_0016,0,-3.935199555748658,-0.834441447806799
USR_0017,0,-3.3672523381619,-1.1139404651168954
USR_0018,0,-3.5103613135190344,-0.9338884390432906
USR_0019,0,-2.395860048255345,-0.10952157275267131
USR_0020,1,4.053442195386637,-0.33815082018174736
USR_0021,0,-2.185353105286764,0.1427697286125977
USR_0022,0,-4.175740915436997,1.7399656152687182
USR_0023,0,-1.7959128194217835,0.30539755724482515
USR_0024,1,4.365941643545342,-1.1284987478173047
USR_0025,0,-1.440660652649031,-0.41690238432995835
USR_0026,0,-2.3444731692238214,-2.487232228766031
USR_0027,0,-0.21296123723064517,0.6695465078119303
USR_0028,0,0.32160360639720115,0.6943403676406298
USR_0029,1,4.271386333249048,-1.5035693795190868
USR_0030,1,4.292019353974426,0.3041442555696238
USR_0031,0,-0.47568310589603946,1.5751703717688748
USR_0032,1,4.394748551293274,1.268183276171079
USR_0033,0,-3.4004065384838253,-1.554502018095053
USR_0034,0,-1.9074186614038284,-0.32715776663355073
USR_0035,0,-4.573689097248041,-0.5616320989270602
USR_0036,0,-2.042588839983812,0.4008960291137025
USR_0037,0,-2.7937821443090787,-1.1611610046829017
USR_0038,0,-3.443845786652839,-0.37136152065944256
USR_0039,1,4.828759815094496,-0.08591479677511633
USR_0040,1,4.118573459337604,-0.6383862285423646
USR_0041,1,4.75505549382296,-0.007164511748380659
USR_0042,1,1.1258847116358806,-1.3396795582681944
USR_0043,1,4.124180583330252,-2.439874607093031
USR_0044,1,3.928155421940524,-0.12847577039520466
USR_0045,0,-3.748593778744701,-1.1464973224612935
USR_0046,0,-5.770581420217726,3.4145640397809243
USR_0047,0,-3.550184652835376,0.5167319493714974
USR_0048,0,0.28522691636060565,1.2916604777017735
USR_0049,0,-0.4823192584168621,1.5186642154623167
USR_0050,1,4.18604274454081,0.14915331076888474
USR_0051,1,3.747336752750138,-0.12904624053531713
USR_0052,1,3.7355132369386244,0.7376327505211483
USR_0053,0,-0.0662388409677678,-0.06804432865186669
USR_0054,1,4.204659492407398,-1.3066293228092478
USR_0055,0,-0.5657706332967374,-0.8719303420909836
USR_0056,0,-0.5734654246792107,-0.5473028820171286
USR_0057,1,3.8759682477595874,1.2158620893209127
USR_0058,0,0.15329787982934376,-2.3936419105952376
USR_0059,0,0.36370447148221285,-0.4883819040830419
USR_0060,0,-2.4230875334490936,-1.3697664244106464
USR_0061,0,-3.5883804028167487,-0.09286063391906411
USR_0062,0,-5.266712023400145,-0.4670933919733508
USR_0063,0,-3.8176360075183102,-1.6122933380333349
USR_0064,1,4.439980307387959,-0.8538385738281827
USR_0065,1,4.369688881026818,-0.3493125475375669
USR_0066,1,3.828662915752019,1.565898968165432
USR_0067,0,-4.260078598266151,2.9501316105535476
USR_0068,0,-3.2128882960540315,-0.02863028185746142
USR_0069,0,-0.12067284804855113,0.6745088184363923
USR_0070,0,0.23034504055372265,-1.6139120884517242
USR_0071,0,-2.224426089804579,-1.139988557294409
USR_0072,0,-1.5426391733740443,3.4032212036479614
USR_0073,0,-0.16485253612965545,0.7229786873202866
USR_0074,0,0.4309325300845596,0.01214880598284997
USR_0075,0,0.18512850340137751,-2.027412869353225
USR_0076,0,-1.9893901091665218,1.1228394865189288
USR_0077,1,3.035821069641663,-0.19143466826745306
USR_0078,0,-3.4950048942795044,-1.5987877589016781
USR_0079,0,0.4230653589603049,-0.08996343958882001
USR_0080,0,-2.2687401839215915,-0.8064145071395175
USR_0081,0,-3.418908967822561,1.8723703616852023
USR_0082,1,3.582772920216817,-0.5563952371871455
USR_0083,0,-2.481262277588785,0.37845419641256417
USR_0084,1,4.3555269729516555,-0.8769082414342435
USR_0085,1,3.7838961515904193,0.27134595980943993
USR_0086,0,-4.1177582127370576,2.4042686790539816
USR_0087,1,4.796004495972952,1.4807055958901245
USR_0088,0,-2.1397912922469655,-1.4841357024930444
USR_0089,1,4.206508882032362,1.2091967991220491
USR_0090,0,0.5394573177942575,2.106631032326625
USR_0091,1,4.177280592219916,3.1190506692945443
USR_0092,0,-0.603609858917287,0.5825637615658195
USR_0093,1,3.7288504040698602,0.7057762452080042
USR_0094,1,2.7702839122178755,1.8683809145419963
USR_0095,0,-1.2533610509024657,0.9785838082790105
USR_0096,1,3.6447521977808717,-0.5332611475995425
USR_0097,0,-0.1533176013989415,-1.866921224515084
USR_0098,1,3.6676371935874634,-0.036464610580349124
USR_0099,0,0.31994698984895636,-0.763289865395075
USR_0100,1,3.0159646027054285,2.8942429711399997
USR_0101,0,-3.910919986898662,-2.778115746587171
USR_0102,0,-0.7262693338854044,1.9957811147493578
USR_0103,0,-3.6183421312785726,-0.5466114366374621
USR_0104,1,3.5605332645020216,2.5162068405261153
USR_0105,0,-2.76069322482817,-1.5880351168255868
USR_0106,0,-2.803156495920035,-2.0341557905560306
USR_0107,0,-1.9048753472907984,0.6513933277499194
USR_0108,1,3.953163180284568,3.5108834214746705
USR_0109,0,-3.1876200738822544,0.1768472599796211
USR_0110,0,-0.23226725157220582,-1.7548703011079883
USR_0111,0,0.18857155223527114,1.008065114585371
USR_0112,0,0.3227797552322456,0.3938972371311098
USR_0113,1,3.834392184392956,-1.5769888867763293
USR_0114,0,-0.3913505168946746,0.6933868169106244
USR_0115,0,-2.8538657306751594,-2.106584172136352
USR_0116,0,-2.451079989095012,0.20501132626198895
USR_0117,1,4.107911480947255,1.5884219917086468
USR_0118,1,4.255810153750081,-0.2051658797368309
USR_0119,0,-3.6202627068592217,-0.5943714515432053
USR_0120,0,-0.1403585733853724,-2.2942414761004444
USR_0121,1,4.454253715681935,1.605899676941287
USR_0122,0,0.3660339266988235,-0.21708130712342327
USR_0123,0,-0.171600925810531,0.16281844409965096
USR_0124,1,4.4366087554620455,1.2075355696719614
USR_0125,1,3.850126323592418,0.02778203456524775
USR_0126,0,-2.947115369690815,0.9472997873532758
USR_0127,1,3.754725920817252,-0.7133876585710319
USR_0128,1,4.056904257170405,-0.5806657718172916
USR_0129,0,0.22603617807404036,-0.8725380435532818
USR_0130,0,-3.922624220339089,-2.527445923230493
USR_0131,0,-4.333375120156294,0.15790473909377595
USR_0132,0,-3.7828762176800685,-0.39125348427308393
USR_0133,1,4.544597954028824,-2.057332950323051
USR_0134,0,-4.11429139256851,-1.2531410526690103
USR_0135,0,-5.366252697842211,1.9383133062470392
USR_0136,0,0.519415036761609,2.119186850510414
USR_0137,0,-0.4788816551435264,-0.6423996618310024
USR_0138,1,3.958218622715309,-1.0678045197314148
USR_0139,0,0.3191876389964714,-1.3754726095657548
USR_0140,0,-2.0026477511325025,-1.0313538554705812
USR_0141,0,-4.017620593168081,4.319808102550447
USR_0142,0,-0.985779263166014,-0.0762813337079704
USR_0143,1,3.8969657417500647,-0.6650969880914869
USR_0144,1,1.2689792255608194,-2.7428981153971166
USR_0145,1,3.7705037356819413,-1.5494293609466483
USR_0146,1,2.4235221201858015,0.8339880970512222
USR_0147,1,4.389185958038412,-0.5755513536980078
USR_0148,0,-3.9314805462910307,-2.355427547084884
USR_0149,0,-3.314841223154553,-0.310385241678358
USR_0150,1,4.317540722867042,-1.502923429790939
USR_0151,1,0.9742852330093829,-1.9050812053809583
USR_0152,0,-4.019276015960775,1.3208812785763568
USR_0153,0,-0.1403628328056661,-1.4132399811714222
USR_0154,1,4.0041245482384005,1.9377167820934846
USR_0155,0,-4.92236369802665,4.241685839007178
USR_0156,1,4.620078325053884,0.500707854525779
USR_0157,0,-4.263002281450148,-0.6123988028987615
USR_0158,0,-2.3480752981827817,-1.1218103427064392
USR_0159,1,3.8831469392845066,-0.06430078227996282
USR_0160,0,-1.1115694372395117,1.3852350223960304
USR_0161,0,-3.645889144277666,-0.9915033276988651
USR_0162,1,4.236470041479947,0.18576042350449512
USR_0163,1,3.920514464029225,-0.49531627991453026
USR_0164,0,-1.5058150458079405,1.6173799672818454
USR_0165,0,-0.5938685705385511,0.795843633164321
USR_0166,1,4.554212470083618,-0.9208593498689864
USR_0167,1,3.6736950044324663,-0.1845162848127555
USR_0168,0,-4.746787507360369,3.6930068257632405
USR_0169,0,-3.9534786578756136,2.66529540329044
USR_0170,0,-0.14802759958697348,2.066080750197051
USR_0171,0,-0.9066088559925878,0.3502533051625255
USR_0172,0,-3.3691963979784436,1.1917862403854944
USR_0173,1,4.362473673361019,-0.5321931257133876
USR_0174,0,0.24119028421222746,-1.0191929396163615
USR_0175,1,3.7918959561883288,2.623828443977596
USR_0176,0,-4.3314213348767625,2.5584405558824432
USR_0177,0,-3.5601309802378687,0.4197405040807782
USR_0178,0,-0.6257182129825846,1.957734282290389
USR_0179,0,0.18792132780099524,-2.430362185389897
USR_0180,1,3.645773444916141,-0.0840349543910859
USR_0181,0,-3.619112211037931,-1.891528882211627
USR_0182,0,-3.779127904169894,0.20384432487370951
USR_0183,1,3.743643937236185,0.4835080230419734
USR_0184,1,4.250505231308618,-1.008691468739634
USR_0185,0,-4.063983970072447,0.6592150040979834
USR_0186,1,4.68183237333617,-0.17615667192061288
USR_0187,1,3.6142900048234825,0.310853956763907
USR_0188,0,-3.9432312186196863,-2.322845032723437
USR_0189,0,-5.257975348288742,5.523310955153237
USR_0190,0,-3.2514686614654633,-0.4176397552487595
USR_0191,1,3.506786933518871,0.03205590182325136
USR_0192,0,-4.149088954680144,0.7056051053202382
USR_0193,0,-2.8348201116332366,1.2300287322181696
USR_0194,1,3.6363138079615895,1.1844614503429423
USR_0195,1,4.386347343408834,1.3837377706390206
USR_0196,0,-4.167097587345543,-2.184780378031112
USR_0197,0,-4.544262180502351,0.5231080410582224
USR_0198,1,4.040206740371799,-0.3834599944152714
USR_0199,1,3.923118833752385,0.22114029832063697
USR_0200,0,-2.1686696718721907,-0.823973157026865
USR_0201,0,-0.30353972176190397,-0.12109115481745837
USR_0202,0,-3.4125237109877293,-2.6347320953310085
USR_0203,1,3.849924498401873,-1.0306486283868608
USR_0204,1,3.812925789641453,0.9260485758677597
USR_0205,0,-1.7914343990034465,-1.186677723099943
USR_0206,0,-2.713462801873451,-1.8129536173898104
USR_0207,1,4.591261112577192,-0.5528239480571808
USR_0208,0,0.0078494235696214,2.366925728561022
USR_0209,0,-3.5012278846928244,-2.561108218789805
USR_0210,0,0.08237327080968236,1.4775611191930742
USR_0211,1,3.086700588714958,1.1179594901418461
USR_0212,0,-4.34942019028632,-1.5250634597696104
